alcohol,chlorides,citric_acid,density,fixed_acidity,free_sulfur_dioxide,ph,quality,residual_sugar,sulphates,total_sulfur_dioxide,volatile_acidity
11.2,0.05508,0.31,0.9929894022700433,5.1,12.4,3.93,5,0.9,0.66,161.5,1.34
8.7,0.11664000000000001,0.79,1.0027856558962436,10.8,2,2.99,6,4.6,0.38,228.5,1.24
14,0.10152000000000001,0.91,0.9952930898234409,9.4,34.4,4.01,7,8.5,0.6,50.3,0.31
14.2,0.058320000000000004,0.86,0.9958154055756276,5.4,65.7,2.82,6,10.3,1.8,253.6,1.32
10.7,0.10475999999999999,0.86,0.9942530128071011,9.7,20.8,3.76,6,11.5,0.96,280.5,1.06
12.9,0.06804,0.58,0.9965417959976597,6.3,9.9,3.14,7,12,1.84,201,1.18
8.5,0.07668,0.36,0.9921356524085196,7.1,60.4,3.4,5,4,1.89,30.6,1.28
12.7,0.11448,0.57,1.0005364245425654,10.6,39.9,3.1,5,8.2,0.89,11.5,1.39
13,0.07236000000000001,0.83,1.0010771621814136,6.7,68.5,3.15,5,1.4,1.86,189.5,0.96
12.3,0.07884000000000001,0.09,1.0033673860531778,7.3,49.8,2.82,5,7.9,0.95,205.8,1.01
14.3,0.13392,0.49,0.9906015577303973,12.4,55.3,3.92,6,2,0.57,166.9,1.17
14.4,0.05616,0.77,0.9936793910879276,5.2,59.1,3.43,5,15.3,1.29,194.1,0.59
13.5,0.14904,0.28,0.9905883771119964,13.8,68.3,2.77,5,1.4,0.58,190.5,0.29
13.3,0.16308,0.89,0.9935294223499359,15.1,15.4,2.97,7,13.2,0.44,176,0.43
11.8,0.06696,0.31,0.9906241229415292,6.2,32,3.59,5,6.1,0.81,75.9,1.35
10.2,0.08964000000000001,0.1,1.0005696062320923,8.3,24.7,3.92,6,9.5,0.65,171.8,0.59
11.8,0.06264,0.49,0.9982703566563439,5.8,71.8,3.74,6,15.3,1.25,185,1.35
9.9,0.16848000000000002,0.28,0.9947934252899927,15.6,42.5,3.28,7,3.3,0.68,63.9,0.34
11.1,0.15984,0.32,1.00068810486995,14.8,27.8,3.3,5,2.2,1.27,116.4,1.5
12.3,0.0918,0.68,0.9973060977007864,8.5,59.2,3.36,5,9.1,1.22,140.2,0.6
12.8,0.15012,0.03,0.9984111053605355,13.9,48.8,2.99,5,14.6,1.94,104.6,1.18
10.8,0.12528,0.18,0.9986448083151339,11.6,66.2,3.03,7,15.1,0.37,184.6,0.52
10,0.05724,0.36,0.9926936720975847,5.3,45.4,3.9,5,4.1,0.65,244.3,0.41
9.9,0.09828,0.04,1.0035740980474654,9.1,4.8,2.99,6,7.3,0.41,147.2,0.77
11.1,0.05508,0.77,0.9976600602482978,5.1,47.4,3.09,6,6.7,1.68,238.1,1.28
10.8,0.10260000000000001,0.35,0.9929724972940966,9.5,62.3,3.87,5,6.9,1.18,101.9,1.5
8.9,0.13068,0.23,0.9966454859988262,12.1,20.6,3.1,5,12,1.66,229.3,0.6
14.2,0.11448,0.48,0.9909718298789906,10.6,7,3.86,6,11,0.41,95,1.33
9.1,0.16956,0.59,0.9945451073379132,15.7,5.5,2.95,6,9.7,0.68,91.9,0.71
13.9,0.07128,0.62,0.997755455546842,6.6,22.9,2.75,6,6.4,0.94,173.6,0.36
8.8,0.1242,0.19,1.0030355269435842,11.5,47.9,3.17,6,1.7,1.37,287.5,1.2
14.1,0.06048,0.27,0.9965114044912824,5.6,19.4,3.57,7,13,0.83,173,1.13
12.5,0.16308,0.83,1.00127774989923,15.1,53.1,3.33,6,11.3,1.86,50.2,0.74
13.6,0.14688,0.79,0.9989446364088389,13.6,59.3,3.11,7,9.6,1.45,94.7,0.66
13,0.14688,0.12,0.9932301035141708,13.6,51.2,3.64,5,2.6,0.6,242,1.33
12.7,0.061560000000000004,0.24,1.0028591723454534,5.7,49,3.74,5,14.2,0.49,127.7,0.16
12.6,0.10044000000000002,0.6,1.0025462634674436,9.3,63.6,2.93,6,2.7,1.64,133.8,1.44
13.4,0.15012,0.67,0.9973183545225676,13.9,23,3.17,5,14.8,1.68,270.8,0.15
9.5,0.12528,0.25,0.9905523739787164,11.6,70.3,3.07,5,6.5,0.61,31.8,0.77
10.4,0.16416,0.63,1.0018738910266387,15.2,12.1,3.39,7,14.7,1.46,47,0.43
14.1,0.13932,0.41,0.9941328415440324,12.9,66.6,3.77,5,13.6,1.03,188.8,0.3
9.6,0.061560000000000004,0.21,0.9966459554851385,5.7,55.4,3.52,5,10.1,0.74,183.4,1.49
14.5,0.12636,0.6,0.9990471048289855,11.7,60.4,3.72,7,9,0.44,199.9,1.49
13,0.050760000000000007,0.29,0.997397942943875,4.7,59.4,3.72,5,5.2,1.74,199.4,0.51
11.6,0.10908,0.76,0.9963811711412374,10.1,24.1,2.88,6,8,1.01,108.1,0.26
14.9,0.10584000000000002,0.64,0.9984058915313417,9.8,68.8,3.51,6,15.4,1.05,22.9,1.15
14.6,0.14796,0.09,0.9953096150336316,13.7,50.1,3.34,5,8.5,1.64,272.2,0.7
13.3,0.054000000000000006,0.08,1.0019921504925093,5,56.3,2.9,5,7.4,0.9,119,1.11
12,0.16848000000000002,0.4,0.9916142119104058,15.6,8.6,3.73,5,3,1.44,234.7,0.39
9.1,0.051840000000000004,0.99,0.9956181245615816,4.8,64.7,3.33,4,14.5,1.34,223.8,0.51
8.5,0.13716,0.77,0.9900949555345292,12.7,11.7,3.36,5,12.9,1.51,26.5,0.19
12.6,0.0918,0.17,0.9953364897367332,8.5,50.7,3.65,6,7.1,1.32,162,0.53
13.3,0.06588,0.42,0.9903968378032001,6.1,23,3.58,5,13.7,1.52,239.4,1.5
11.4,0.06372000000000001,0.36,0.9954824096828683,5.9,26.8,3.69,5,10.3,1.38,225.5,1.49
12.9,0.16416,0.81,0.9975792493996903,15.2,8.4,3.9,5,9,0.64,238.4,0.73
14.6,0.05292000000000001,0.48,0.9943163069282318,4.9,65.4,3.52,5,5.1,1.23,184.3,1.02
11.6,0.16632000000000002,0.4,0.9953920241141646,15.4,13.6,3.19,7,4.2,0.74,140,0.5
9.2,0.07128,0.43,1.0035621472263285,6.6,22.8,3.14,3,11.4,0.41,203.7,0.87
13.5,0.13608,0.08,0.9918266494443951,12.6,47.7,3.94,6,10.7,0.86,110.1,1.4
8.6,0.11664000000000001,0.21,1.0008714141806645,10.8,52.5,3.74,5,12,0.86,243.7,1.5
8.4,0.07452,0.9,0.9921014386871061,6.9,66.4,2.82,5,13.4,1.51,83.8,0.35
10,0.12852000000000002,0.35,0.9991534055838429,11.9,34.1,3.12,7,13.4,0.52,12.2,0.5
9.9,0.135,0.8,1.0006756468355225,12.5,33.3,3.26,5,14.3,1.4,114.5,0.67
12,0.16092,0.27,0.9974213016746826,14.9,62,2.99,6,2.4,0.66,260.7,1.03
12.7,0.12312000000000001,0.61,0.9975465936494392,11.4,13.4,3.24,6,6.2,1.37,246.9,0.92
13.8,0.05616,0.68,0.9966816165637478,5.2,43.5,3.97,5,11.1,1.74,20.2,0.84
13.9,0.058320000000000004,0.57,0.9916541535766179,5.4,28.1,3.48,5,7.5,0.8,143.6,0.24
9.2,0.12852000000000002,0.93,0.9930291425265463,11.9,35.1,4,5,14.8,1.74,273.9,1.14
8.6,0.07452,0.77,0.9985617752194614,6.9,39.9,2.78,6,10.7,0.37,178.3,0.63
12.8,0.0756,0.14,0.9951158663557467,7,1.8,3.44,6,2.2,1.81,219.8,1.39
14.9,0.12096,0.26,1.0003961687297231,11.2,20.8,3.17,4,14.3,1.12,218.2,0.68
8.4,0.08964000000000001,0.7,0.9968831519238821,8.3,47.5,3.81,4,8.2,1.91,129.5,1.3
12.2,0.15012,0.28,0.9913870995969152,13.9,40,3.66,5,2.9,0.87,269.2,0.34
14.8,0.16848000000000002,0.77,1.002179190020442,15.6,66.4,2.75,6,4.2,1.18,181.1,0.63
8.5,0.16740000000000002,0.69,0.9900976617472035,15.5,69.6,3.68,6,6.5,0.55,23.1,1.32
9.1,0.14796,0.59,0.9903819312711972,13.7,56.7,3.84,5,8.3,1.52,94.5,0.25
13.7,0.11664000000000001,0.26,0.9979102646410197,10.8,66.7,2.93,6,1.7,1.34,209.5,1.14
10.8,0.10044000000000002,0.04,0.9994301807439162,9.3,18.4,3.61,6,5.1,1.46,76.3,0.16
9.1,0.081,0.75,1.0009129166309705,7.5,23,3.86,5,13.3,1.64,196.8,1.13
11.1,0.17064000000000001,0.84,1.003605414181753,15.8,47.9,3.53,4,2.7,1.9,41.2,0.9
13.8,0.09396,0.93,1.0001711362533883,8.7,60.4,2.94,5,14.4,0.53,163.2,1.43
9.3,0.06588,0.07,0.9972811181188058,6.1,65,3.06,6,1.2,1.38,145.4,1.03
10.2,0.09504000000000001,0.06,0.9947421518658113,8.8,42.8,3.12,5,14.4,1.05,214.9,0.68
9.5,0.06588,0.05,0.9939070504209792,6.1,29.9,2.88,5,3.1,1.41,95.5,0.97
13.7,0.09504000000000001,0.23,0.9959192028366437,8.8,18.4,3.5,6,9.8,0.85,55.3,1.33
12.8,0.09288,0.6,1.0019996997980014,8.6,35.2,3.01,5,12.5,1.64,144.2,0.47
14,0.07884000000000001,0.33,0.9913406872914587,7.3,14.9,3.03,5,8,0.79,238.2,1.07
9,0.081,0.59,1.003418308938257,7.5,65.9,2.91,7,8.1,1.26,122.5,1.42
9.3,0.11664000000000001,0.43,0.9971721542890221,10.8,6.5,3.94,6,9.9,0.8,130.6,1.29
14.3,0.13716,0.81,1.0036042319937837,12.7,16.2,3.93,6,6.7,0.96,257.3,0.16
12.7,0.10908,0.66,1.0028496630217436,10.1,68.6,2.91,5,13.9,0.83,109,1.33
11.7,0.15876,0.13,0.999157427029591,14.7,26.4,3.38,6,13.4,1.61,105.8,1.21
8.9,0.1512,0.18,1.0012954124729652,14,36.3,3.48,6,7,1.48,127.6,0.21
11.4,0.05616,0.72,0.9954181385561509,5.2,24.6,3.33,6,9.7,0.51,34.9,0.81
10.5,0.11448,0.18,0.9927931095337061,10.6,55.1,2.81,6,9.5,1.14,245.4,1.13
14,0.14256,0.59,1.0011124754235614,13.2,39,3.63,5,10.6,0.52,112.1,0.85
10.2,0.0594,0.5,0.9947959097745879,5.5,70.7,3.04,5,6.3,0.71,163.5,0.59
13.8,0.12852000000000002,0.37,0.9985530900391838,11.9,39.7,3.94,5,14.3,1.37,104.4,0.45
9.9,0.15444000000000002,0.05,0.9959513261610478,14.3,69.8,3.23,7,3.1,1.72,228.5,0.91
14.9,0.162,0.15,0.993286764285035,15,58.9,3.86,6,1.2,1.14,8.3,0.45
9.6,0.11448,0.51,0.9932299112247436,10.6,9.8,3.25,5,13.1,0.6,227.9,0.23
10.4,0.1458,0.63,1.0024952302643797,13.5,5.7,3.28,5,7.6,1.14,30.9,0.48
14.8,0.12312000000000001,0.3,1.0035102500197326,11.4,18.6,3.84,5,10.1,0.49,165.3,0.94
10.7,0.07884000000000001,0.72,0.9994768242477633,7.3,47,2.98,5,1.6,0.89,151,1.21
14.6,0.0594,0.15,1.0020660588424073,5.5,35.1,3.57,4,6.2,1.92,67.4,1.49
14.2,0.17064000000000001,0.5,0.9929039164078682,15.8,20.5,3.43,6,14.6,0.82,280,1.23
8.7,0.10260000000000001,0.2,1.0031015430091894,9.5,20,2.93,5,7,0.93,179.9,0.58
9.7,0.14472000000000002,0.82,0.9953381908874861,13.4,55.9,3.95,6,1.3,0.56,215.2,1.52
9.3,0.11664000000000001,0.46,0.9927844932289648,10.8,44.4,2.98,5,11,1.54,188,1.46
13.1,0.09504000000000001,0.64,0.9920992602807309,8.8,29.4,3.83,6,3.7,1.63,177.5,0.46
12.2,0.10475999999999999,0.29,0.9914023808961068,9.7,52.2,2.86,7,15.1,1.86,263.3,0.81
8.6,0.09072000000000001,0.9,0.9977038690498858,8.4,56.7,3.92,5,3.2,1.97,217.5,1.43
13.1,0.0918,0.69,0.9938227647881732,8.5,53.1,2.96,6,8.3,0.98,113.6,0.64
11.2,0.11016,0.31,0.9983848145893993,10.2,27,2.85,5,3.2,1.14,29.8,0.5
14.9,0.16632000000000002,0.45,0.9985698382728952,15.4,25.8,2.98,6,12.2,1.49,110.1,0.67
8.9,0.08748,0.72,1.0024276101190224,8.1,61.5,2.96,6,11.9,0.71,79,1.16
10.4,0.16308,0.22,0.9920348266768027,15.1,9.3,2.8,5,11.3,1.7,232,0.98
9.5,0.09072000000000001,0.1,0.9923705812900577,8.4,49.9,3.93,6,14,0.89,268.4,0.59
14.7,0.13176,0.39,0.9973215525697108,12.2,11.6,3.82,5,6.8,2,138,0.61
10.8,0.14796,0.25,0.9926461386419899,13.7,21.4,3.08,6,14.9,0.61,84.2,1.56
9.6,0.07776000000000001,0.35,0.9976580383748426,7.2,29.4,3.14,6,12.4,0.36,103.5,0.58
12.9,0.16956,0.18,0.9981519031422242,15.7,22.8,3.14,6,2.5,1.83,16.9,1.09
9.4,0.0702,0.02,0.9906362648684762,6.5,54.1,2.75,7,8.5,1.09,51.9,0.96
10.9,0.07884000000000001,0.78,0.990201250246625,7.3,12.7,3.56,6,4.7,1.34,194.4,0.68
14.3,0.1188,0.04,0.9950148132083706,11,55.4,2.81,5,5.2,1.16,9.5,1.41
13.4,0.051840000000000004,0.05,0.9981316063770802,4.8,56.4,3.14,6,9.4,1.92,190,1.56
12.8,0.09936,0.06,0.996484522517991,9.2,23,2.8,5,7.4,0.91,218.7,0.55
11.7,0.13392,0.15,0.9944269793429229,12.4,62.4,2.87,7,1.5,0.68,40.3,0.49
12.1,0.05508,0.33,0.9990290157456396,5.1,53.7,3.16,7,2.3,0.55,211.2,0.2
12.2,0.06372000000000001,0.05,1.0031838785557694,5.9,57,3.55,6,2,1.49,233.8,1.49
10.4,0.08424000000000001,0.04,0.9978065604016296,7.8,66.4,2.93,5,13.9,0.63,157.7,0.22
14.9,0.15660000000000002,0.43,0.9941453542765918,14.5,9.9,3.81,5,9,1.59,223,0.62
10.5,0.10260000000000001,0.45,0.9966633488669633,9.5,56.4,3.33,6,8.4,0.94,140.7,1.18
12,0.09504000000000001,0.31,1.0010111038780716,8.8,67,3.29,6,7.8,1.78,51.3,0.9
11.8,0.10584000000000002,0.65,0.9922346194731022,9.8,26.7,2.79,6,5.8,1.68,112.3,0.21
10.1,0.11124000000000002,0.73,0.9905083647070324,10.3,42.8,3.95,5,3.1,1.73,271.4,0.63
13.3,0.11772,0.98,0.9973909640943767,10.9,10.3,3.12,5,15.3,1.38,7.4,1.51
9.7,0.07236000000000001,0.63,1.0022516950334284,6.7,35.8,3.48,6,10.7,0.95,51.9,1.41
14.3,0.10584000000000002,0.49,1.000387113923806,9.8,8.8,3.78,5,3.8,1.63,159.1,0.61
9.2,0.05292000000000001,0.99,0.9902407840441483,4.9,14.2,3.68,5,2.2,0.76,193.6,0.93
14.7,0.16092,0.7,1.002503335364642,14.9,16.1,3.23,5,9.7,1.07,71,0.78
12.6,0.058320000000000004,0.16,1.002185203013396,5.4,23.7,3.05,5,4.8,0.89,155.4,0.58
13.4,0.15444000000000002,0.7,0.9942201948958294,14.3,24.9,3.74,5,6.7,0.81,109.4,1.4
8.5,0.15228,0.45,0.9987836282918815,14.1,14.4,3.53,5,2.9,0.65,64.2,0.83
9.9,0.09720000000000001,0.34,0.9927963135109644,9,26.9,3.83,6,7.1,1.77,25.4,0.62
9.5,0.0594,0.19,0.992161018888172,5.5,31.8,3.73,5,4.5,1.85,143.1,1.23
9.7,0.10800000000000001,0.32,0.9962268088475511,10,54.9,3.99,5,4.1,1.57,176.4,0.8
10.3,0.0756,0.72,1.0027947817443463,7,51.9,2.85,6,2,1.86,168.2,0.35
14.5,0.1404,0.19,0.9994069151292757,13,63.1,3.7,5,12.6,0.39,73.9,1.28
10.3,0.14148,0.14,0.9902249424102407,13.1,58.9,3.96,6,14.3,1.06,89.1,0.65
13.7,0.08856,0.77,0.9936565600264989,8.2,52,3.16,5,12.4,1.94,156.1,0.67
11.5,0.13392,0.5,0.9986242296872383,12.4,31.1,2.76,4,4.8,1.17,213.7,1.21
9.8,0.061560000000000004,0.11,0.9977697269799889,5.7,70,3.17,7,14,0.67,135,0.9
10.7,0.09936,0.09,0.9991328020606829,9.2,30.1,3.93,6,4.1,1.13,233.3,1.4
12.2,0.15012,0.7,0.9965023561230535,13.9,31,3.47,5,10.6,1.88,195.4,1.33
14.2,0.13932,0.79,1.0034805457678435,12.9,34.7,3.47,5,10.3,1.7,249.1,1.32
13.7,0.1404,0.75,0.9953037303278656,13,54.1,2.8,6,12.3,1.62,118.6,1.06
10.5,0.12636,0.24,0.9993463695872955,11.7,62.2,3.84,6,14.7,0.89,120.6,1.05
14.1,0.061560000000000004,0.57,0.9974558408944402,5.7,22,2.84,6,8.5,1.15,81.5,0.52
11.2,0.11016,0.9,0.9905040391779556,10.2,18.6,3.72,5,5.7,1.89,118.7,1.11
8.7,0.05508,0.75,0.9998662461549702,5.1,13.7,3.35,6,12.3,0.8,127.5,0.82
10,0.0756,0.19,0.9922732561126346,7,65,3.19,5,1.3,1.66,86.6,0.17
13.4,0.13932,0.12,1.000514782684074,12.9,2.3,3.07,6,3.6,0.62,75.9,1.06
12.4,0.13392,0.95,0.9947251536019356,12.4,25,2.89,7,1.7,0.44,59.8,1.32
11.8,0.09828,0.07,1.0004823737054847,9.1,70.2,3.15,6,14.1,1.2,17.6,1.53
12.4,0.1242,0.53,0.9972874264114432,11.5,54.8,3.42,6,13.1,1.86,51.9,1.42
13.5,0.06912,0.38,0.9983670940258372,6.4,62.5,2.86,5,13.7,1.25,268.3,0.38
11.9,0.14796,0.86,1.0005448010448204,13.7,42.7,3.91,7,11,1.56,67.9,0.76
13.9,0.07128,0.17,0.995769238437678,6.6,53.5,3.83,6,8.3,0.77,206.4,1.12
12.5,0.07128,0.85,0.9966252075899027,6.6,43.6,3.31,5,11.1,1.69,158.5,0.73
14.5,0.14472000000000002,0.67,0.9911702687685852,13.4,48.9,3.8,6,8.4,1.62,53.1,0.18
11,0.09504000000000001,0.08,0.9975906653550016,8.8,44,3.44,5,6.8,0.39,130.9,0.54
9.3,0.05724,0.07,0.9945308236269378,5.3,56.1,4.01,7,2.6,0.35,59.7,1
13.7,0.13284,0.47,0.9962605242121187,12.3,23.5,2.98,6,9.2,1.01,202.9,1.06
11.3,0.050760000000000007,0.11,0.9962087055862683,4.7,36.5,3.43,5,6.5,0.7,80,0.36
11.2,0.15660000000000002,0.86,0.9973016299015608,14.5,36.5,3.95,6,8.1,0.93,182.2,0.75
14.8,0.1188,0.73,0.996572583434273,11,67.1,3.41,6,9.3,1.16,172.1,0.48
10.5,0.15552000000000002,0.29,0.9915528068616665,14.4,24.3,3.73,6,10.8,1.82,139.3,0.72
9.7,0.06912,0.29,1.0017703843155006,6.4,9.5,3.12,7,13.9,1.33,114.8,0.22
11.5,0.08424000000000001,0.3,0.9972711058479684,7.8,48.9,3.49,7,7,0.42,197.1,1.23
9.3,0.16956,0.11,0.9930198985904556,15.7,69.2,3.83,6,6.1,0.75,181.2,1.06
14.3,0.12204000000000001,0.64,0.9909231686027578,11.3,8,3.27,6,13,1.3,189.4,1.44
14.7,0.09396,0.64,0.9994208977579195,8.7,9.6,3.8,5,4.6,1.46,272.5,1.13
8.5,0.061560000000000004,0.99,0.9954109787822459,5.7,54.1,3.66,6,12.2,1.18,195.7,0.36
13,0.14688,0.99,1.0008630202901292,13.6,62.2,2.92,6,15.5,1.62,226.6,0.27
9.5,0.09720000000000001,0.52,0.9945508240283789,9,1.7,3.98,6,5.7,0.39,184.4,0.53
14.4,0.16524000000000003,0.42,1.0031911105915339,15.3,31.3,3.91,6,7.3,1.43,206.3,0.57
10.8,0.11232,0.15,1.002715750803927,10.4,34.8,3.88,5,2.3,1.4,222.3,0.76
10.8,0.15228,0.44,1.0003742704285945,14.1,18.1,3.4,7,7.7,1.22,6.2,0.58
12.4,0.09828,0.33,1.001173799937442,9.1,63.7,3.84,8,1.7,1.81,30,0.55
11.3,0.1404,0.99,0.9919695209302907,13,3.5,3.81,6,4,1.17,219,1.5
9.2,0.13824,0.98,0.9933834984990905,12.8,65.7,3.94,5,13.5,0.69,64.3,0.23
10,0.0648,0.62,0.9962542353084322,6,35.2,3.21,6,1.4,0.69,65.7,0.87
9,0.11124000000000002,0.12,1.0010303382637498,10.3,54.8,3.72,5,5.8,0.95,181.4,0.88
9.3,0.135,0.87,0.9967088624009459,12.5,9.5,3.69,4,13.4,1.65,248.2,0.87
14.2,0.10260000000000001,0.79,0.9949604886781266,9.5,7.5,3.89,5,5.6,0.73,185.4,1.36
10.1,0.1458,0.49,0.9975243386456332,13.5,58.9,3.72,7,15,1.04,241.7,0.25
14.6,0.17064000000000001,0.43,0.995298411029758,15.8,40.5,3.78,6,13.9,0.52,112.2,0.75
12.6,0.14472000000000002,0.49,1.0008471709750917,13.4,42.3,3.4,5,2.9,1.81,135.7,0.49
13.5,0.0594,0.71,0.9927196836096778,5.5,25.4,2.81,6,2.7,1.45,206.3,0.95
10.4,0.12636,0.68,0.9957047463076182,11.7,13.5,3.03,5,14.1,1.39,195.5,1.25
9.6,0.058320000000000004,0.3,0.995526899727633,5.4,18.1,3.12,5,3.2,1.49,188.1,0.7
9.7,0.12744000000000003,0.03,0.9965446144858477,11.8,70.3,3.04,6,14.6,0.39,99.9,1.16
12.3,0.08748,0.41,0.9964264445630585,8.1,38.9,2.79,6,6.1,1.62,135.8,0.63
11.4,0.1458,0.98,0.9999045140226208,13.5,26.7,3.11,5,4.9,1.48,198.6,0.48
10,0.15876,1,0.9958576773317992,14.7,28.6,3.18,6,15.4,1.23,209.9,0.67
11,0.11988,0.32,0.991520601759671,11.1,4.3,3.45,6,6.4,1.44,255.9,0.78
9.6,0.15768000000000001,0.88,0.9929397225482084,14.6,58.8,2.88,7,9.4,0.46,79.6,0.65
12,0.05292000000000001,0.32,0.9993418152858085,4.9,37.7,3.6,6,10,0.42,68.4,0.68
9.9,0.05508,0.74,1.0019362095614504,5.1,17.2,3.89,6,1.6,1.95,256.5,0.13
12.5,0.1296,0.34,1.0011648992898174,12,50.1,2.89,5,11.3,1.49,97,1.38
12,0.1404,0.53,0.9973897317246588,13,28.9,3.03,6,5.6,0.53,92.3,1.35
10.6,0.0702,0.5,0.9903301059965702,6.5,5,3.97,6,1.8,1.54,66,1.4
13.4,0.08856,0.34,0.9919350225381476,8.2,2.6,3.91,7,6.7,1.89,37.7,0.83
12.8,0.08316000000000001,0.01,0.9984769515721318,7.7,69.3,3.1,5,4.8,0.36,74.4,0.31
10.3,0.10044000000000002,0.53,0.9968109588157421,9.3,58.4,3.08,7,15.5,0.98,279.7,1.02
11,0.06588,0.04,0.9951174967306271,6.1,45.2,3.47,5,13.5,0.49,12.3,0.47
12,0.04968,0.16,0.9913366228106,4.6,9.3,3.67,6,8.6,1.99,193.5,0.7
10.6,0.08964000000000001,0.07,0.9911623422769275,8.3,14.3,3.85,5,8.3,0.61,188.4,1.57
8.8,0.11232,0.43,0.9945273898264483,10.4,49.3,3.38,5,7.9,1.23,72.6,1.28
13.2,0.07452,0.93,1.0012849288325698,6.9,54.5,3.67,6,2.8,0.61,223.5,1.36
12,0.13176,0.35,0.9963603859110629,12.2,27.9,3.02,6,3.8,0.61,237.5,0.79
12,0.08208,0.1,1.000418940217571,7.6,58.1,3.67,7,12.2,1.27,88.7,0.6
9.8,0.11448,0.62,0.9919794711749166,10.6,9.8,3.22,6,5.1,1.09,132,1.19
8.5,0.15768000000000001,0.8,0.9967729793122669,14.6,5.9,2.87,5,2.1,0.77,285.6,1.36
10,0.14256,0.76,0.9938537479546105,13.2,19.2,3.64,5,11,0.38,84.6,1.07
13.1,0.12096,0.08,0.9958846414553353,11.2,58.5,3.67,7,9.2,0.63,190.3,1.11
14.5,0.061560000000000004,0.95,0.9997992708401304,5.7,31.5,3.96,5,12.5,0.98,142.6,0.21
9.8,0.07776000000000001,0.35,0.9993769419961949,7.2,28.7,3.96,6,3.8,0.44,130.7,0.7
14.6,0.10584000000000002,0.58,0.9978430882088941,9.8,47.1,3.44,6,5.4,1.89,62.1,0.59
12.5,0.10368000000000001,0.71,0.998009552701422,9.6,52.8,2.84,7,3.9,1.29,156.6,0.44
10.8,0.0864,0.71,0.9992033323250002,8,36.9,3.91,7,7.2,0.64,221.1,0.92
14.7,0.054000000000000006,0.83,0.9991404980951628,5,64.5,3.24,6,0.9,0.95,109.8,1.56
12.3,0.13392,0.23,0.9983577681343219,12.4,47.1,3.07,5,7.9,0.91,267.3,0.44
9.2,0.09612000000000001,0.79,0.9906954717328962,8.9,39,3.43,6,5.5,0.89,241.6,1.12
9.4,0.06264,0.54,1.0029887116474177,5.8,26.1,3.51,6,12.7,1.07,82.9,1.25
11.3,0.10692000000000002,0.65,1.0006467061926079,9.9,29.6,3.03,5,8.5,0.6,162.9,0.67
14.8,0.14688,0.23,0.9903702674665793,13.6,62.3,3.01,5,8.2,0.64,20.7,1.28
13.5,0.15444000000000002,0.51,1.0022146265627645,14.3,38,3.72,6,6.2,1.9,134.7,0.85
12,0.14688,0.79,0.9942892227714283,13.6,4.1,3.28,6,11.8,0.95,164.2,0.69
13.2,0.1512,0.56,0.9933822035139698,14,26.6,3.69,6,7,1.3,58.6,1.25
9.2,0.09504000000000001,0.13,0.9956734520203846,8.8,29.3,3.75,5,8.2,0.44,188.4,0.65
11,0.054000000000000006,0.49,0.9958885411896784,5,26.6,3.04,6,15.2,0.74,236.5,0.4
12.4,0.05724,0.62,0.9937085964586518,5.3,38.6,3.06,5,13.6,0.42,51.9,0.52
14.1,0.11772,0.62,0.9913400862059836,10.9,38.7,3.71,3,11.4,0.48,96.6,0.74
12.4,0.05616,0.72,0.9909387084678727,5.2,48.9,2.81,5,11,1.34,6.6,0.62
10,0.14364000000000002,0.8,1.000302091149731,13.3,24.4,3.81,4,2.5,1.95,28.4,0.38
13.7,0.13932,0.05,0.9996111122570883,12.9,1.1,3.39,6,6.8,0.51,186.8,0.13
14.1,0.16092,0.07,0.997396773862902,14.9,6.9,2.89,4,14.4,1.27,138.4,1.52
14.6,0.10908,0.61,0.9901984831702031,10.1,60.3,3.93,7,15.4,1.74,172,0.86
11.4,0.1512,0.64,0.9939049773828098,14,64.6,3.48,7,9.7,0.72,18.4,0.94
13.5,0.15984,0.31,1.0004596379287358,14.8,32.7,2.81,4,6.5,0.49,171.1,0.86
9.5,0.050760000000000007,0.6,0.9981825912458131,4.7,67.8,3.66,5,6.3,0.7,238.6,0.8
11.3,0.06372000000000001,0.07,0.9950362740827768,5.9,63.8,3.76,6,10.8,0.35,235.2,1.32
12.9,0.1458,0.51,0.9969168639256397,13.5,30.7,3.61,7,11.7,1.46,88.7,0.15
10.8,0.15984,0.35,0.9949841452163096,14.8,41.4,3.15,5,10.4,1.51,246.9,0.14
11.4,0.11232,0.96,0.9966579151632375,10.4,20.4,3.12,5,8.1,0.39,37,1.19
13.6,0.16632000000000002,0.08,0.9993983364588733,15.4,1.3,3.2,7,5.7,1.56,12.4,0.83
9.1,0.15336,0.35,0.9956017253274724,14.2,15,3.83,5,14.4,0.53,212.3,1.16
12,0.11448,0.5,0.9991335191982404,10.6,44.5,3.4,7,5.2,1.9,158.2,1.23
8.5,0.15660000000000002,0.79,0.991011946316031,14.5,36,2.84,5,15,0.44,110,0.73
10.1,0.07992,0.88,0.9910760796331488,7.4,5,3.08,7,8.5,1.71,75.9,0.2
11.2,0.11124000000000002,0.25,0.9966399842977913,10.3,27.4,2.82,6,3.7,1.3,102.1,1.27
12.7,0.08424000000000001,0.6,0.9945386545675073,7.8,12.1,3.21,7,14.4,1.11,213.1,1.01
11.2,0.13932,0.42,0.9945582366467488,12.9,40.5,3.92,5,4.7,1.05,71.1,1.12
